"year","percentile","contraceptive_use_modern","Region","Population"
2007,"50%",0.154873519030516,"Ekiti","ALL"
2008,"50%",0.149807768922363,"Ekiti","ALL"
2009,"50%",0.156281185407324,"Ekiti","ALL"
2010,"50%",0.168209597513427,"Ekiti","ALL"
2011,"50%",0.18185804338606,"Ekiti","ALL"
2012,"50%",0.196397157053357,"Ekiti","ALL"
2013,"50%",0.209317577428431,"Ekiti","ALL"
2014,"50%",0.214349788697142,"Ekiti","ALL"
2015,"50%",0.216361379141561,"Ekiti","ALL"
2016,"50%",0.21839082889988,"Ekiti","ALL"
2017,"50%",0.218863122733576,"Ekiti","ALL"
2018,"50%",0.219180040469594,"Ekiti","ALL"
2019,"50%",0.227303635598479,"Ekiti","ALL"
2020,"50%",0.233749740949414,"Ekiti","ALL"
2021,"50%",0.240271250520461,"Ekiti","ALL"
2022,"50%",0.248473558034792,"Ekiti","ALL"
2023,"50%",0.256080390857776,"Ekiti","ALL"
2024,"50%",0.262717519457111,"Ekiti","ALL"
2025,"50%",0.268178496271301,"Ekiti","ALL"
2026,"50%",0.274356132585299,"Ekiti","ALL"
2027,"50%",0.281019939397563,"Ekiti","ALL"
2028,"50%",0.285630184563592,"Ekiti","ALL"
2029,"50%",0.290932313241347,"Ekiti","ALL"
2030,"50%",0.296610190615015,"Ekiti","ALL"
1970,"50%",0.0100896632962015,"Enugu","ALL"
1971,"50%",0.0109707722117017,"Enugu","ALL"
1972,"50%",0.0116524577199125,"Enugu","ALL"
1973,"50%",0.0126362173960677,"Enugu","ALL"
1974,"50%",0.0137652738953387,"Enugu","ALL"
1975,"50%",0.0150031706828322,"Enugu","ALL"
1976,"50%",0.0164342790417854,"Enugu","ALL"
1977,"50%",0.0176575802040837,"Enugu","ALL"
1978,"50%",0.0189320243954628,"Enugu","ALL"
1979,"50%",0.0206490816536147,"Enugu","ALL"
1980,"50%",0.021883397684224,"Enugu","ALL"
1981,"50%",0.0235817840561482,"Enugu","ALL"
1982,"50%",0.0255642911150287,"Enugu","ALL"
1983,"50%",0.0275157248275756,"Enugu","ALL"
1984,"50%",0.0299645689306567,"Enugu","ALL"
1985,"50%",0.0321234728603599,"Enugu","ALL"
1986,"50%",0.0343781908328445,"Enugu","ALL"
1987,"50%",0.0373685944114984,"Enugu","ALL"
1988,"50%",0.0395167669331894,"Enugu","ALL"
1989,"50%",0.0424064026464874,"Enugu","ALL"
1990,"50%",0.0457636568648652,"Enugu","ALL"
1991,"50%",0.0489957629806307,"Enugu","ALL"
1992,"50%",0.0531744397508421,"Enugu","ALL"
1993,"50%",0.0576152041972764,"Enugu","ALL"
1994,"50%",0.0616334846153656,"Enugu","ALL"
1995,"50%",0.0661550008046233,"Enugu","ALL"
1996,"50%",0.0710408576872257,"Enugu","ALL"
1997,"50%",0.0755263265503891,"Enugu","ALL"
1998,"50%",0.0799541235786883,"Enugu","ALL"
1999,"50%",0.08553729005947,"Enugu","ALL"
2000,"50%",0.0905748781503766,"Enugu","ALL"
2001,"50%",0.0952557788487933,"Enugu","ALL"
2002,"50%",0.099042760115701,"Enugu","ALL"
2003,"50%",0.101465722350704,"Enugu","ALL"
2004,"50%",0.102761900173992,"Enugu","ALL"
2005,"50%",0.102623649788459,"Enugu","ALL"
2006,"50%",0.103005970871609,"Enugu","ALL"
2007,"50%",0.103381644252941,"Enugu","ALL"
2008,"50%",0.107162600528387,"Enugu","ALL"
2009,"50%",0.113209998589678,"Enugu","ALL"
2010,"50%",0.11968683173025,"Enugu","ALL"
2011,"50%",0.126540873813662,"Enugu","ALL"
2012,"50%",0.131637815758523,"Enugu","ALL"
2013,"50%",0.135077385755176,"Enugu","ALL"
2014,"50%",0.142231422436961,"Enugu","ALL"
2015,"50%",0.148342612139253,"Enugu","ALL"
2016,"50%",0.15478318936038,"Enugu","ALL"
2017,"50%",0.15871145648118,"Enugu","ALL"
2018,"50%",0.162278273523741,"Enugu","ALL"
2019,"50%",0.168582410174658,"Enugu","ALL"
2020,"50%",0.176804537235923,"Enugu","ALL"
2021,"50%",0.183770194202708,"Enugu","ALL"
2022,"50%",0.191188444216484,"Enugu","ALL"
2023,"50%",0.198978762084564,"Enugu","ALL"
2024,"50%",0.206172433966495,"Enugu","ALL"
2025,"50%",0.213217715816994,"Enugu","ALL"
2026,"50%",0.220997495524859,"Enugu","ALL"
2027,"50%",0.228287577609902,"Enugu","ALL"
2028,"50%",0.234102790745395,"Enugu","ALL"
2029,"50%",0.241843135630219,"Enugu","ALL"
2030,"50%",0.248517650325717,"Enugu","ALL"
1970,"50%",0.00318318944870148,"Gombe","ALL"
1971,"50%",0.00352542817641149,"Gombe","ALL"
1972,"50%",0.00395529015166648,"Gombe","ALL"
1973,"50%",0.00438275690728723,"Gombe","ALL"
1974,"50%",0.00482293327223022,"Gombe","ALL"
1975,"50%",0.0054236637469032,"Gombe","ALL"
1976,"50%",0.00594145079251188,"Gombe","ALL"
1977,"50%",0.00649022001892751,"Gombe","ALL"
1978,"50%",0.00716998811869834,"Gombe","ALL"
1979,"50%",0.00779942669731105,"Gombe","ALL"
1980,"50%",0.00875654648057276,"Gombe","ALL"
1981,"50%",0.00950316452349956,"Gombe","ALL"
1982,"50%",0.01044420416606,"Gombe","ALL"
1983,"50%",0.0115450312371987,"Gombe","ALL"
1984,"50%",0.0126226898067883,"Gombe","ALL"
1985,"50%",0.0140892798357938,"Gombe","ALL"
1986,"50%",0.0150353185310962,"Gombe","ALL"
1987,"50%",0.0165939319232101,"Gombe","ALL"
1988,"50%",0.0179841537989876,"Gombe","ALL"
1989,"50%",0.0196180841255589,"Gombe","ALL"
1990,"50%",0.0215183377759508,"Gombe","ALL"
1991,"50%",0.0234025064453358,"Gombe","ALL"
1992,"50%",0.0256244991872166,"Gombe","ALL"
1993,"50%",0.0276709294186727,"Gombe","ALL"
1994,"50%",0.0299677017361024,"Gombe","ALL"
1995,"50%",0.0325005045139827,"Gombe","ALL"
1996,"50%",0.0350024602868507,"Gombe","ALL"
1997,"50%",0.0372507101444899,"Gombe","ALL"
1998,"50%",0.0398679358272294,"Gombe","ALL"
1999,"50%",0.0420323452006225,"Gombe","ALL"
2000,"50%",0.044561284263018,"Gombe","ALL"
2001,"50%",0.046533847594157,"Gombe","ALL"
2002,"50%",0.0494427226815559,"Gombe","ALL"
2003,"50%",0.0515895211311574,"Gombe","ALL"
2004,"50%",0.0538180380577207,"Gombe","ALL"
2005,"50%",0.0548027926344293,"Gombe","ALL"
2006,"50%",0.0569611293925285,"Gombe","ALL"
2007,"50%",0.057758072845272,"Gombe","ALL"
2008,"50%",0.0593633066568454,"Gombe","ALL"
2009,"50%",0.0620199240957114,"Gombe","ALL"
2010,"50%",0.0641107327269144,"Gombe","ALL"
2011,"50%",0.0662828945037734,"Gombe","ALL"
2012,"50%",0.067587141158464,"Gombe","ALL"
2013,"50%",0.0701319850080467,"Gombe","ALL"
2014,"50%",0.0769043203033981,"Gombe","ALL"
2015,"50%",0.0875151718779757,"Gombe","ALL"
2016,"50%",0.101493166693068,"Gombe","ALL"
2017,"50%",0.119697032662439,"Gombe","ALL"
2018,"50%",0.139354555000102,"Gombe","ALL"
2019,"50%",0.153566333570124,"Gombe","ALL"
2020,"50%",0.16514986108656,"Gombe","ALL"
2021,"50%",0.174645588685006,"Gombe","ALL"
2022,"50%",0.183406567951195,"Gombe","ALL"
2023,"50%",0.191466399456699,"Gombe","ALL"
2024,"50%",0.1991699646538,"Gombe","ALL"
2025,"50%",0.206128140080688,"Gombe","ALL"
2026,"50%",0.211791934365848,"Gombe","ALL"
2027,"50%",0.219271445833779,"Gombe","ALL"
2028,"50%",0.225931028692537,"Gombe","ALL"
2029,"50%",0.233091927266616,"Gombe","ALL"
2030,"50%",0.239932423838863,"Gombe","ALL"
1970,"50%",0.0106784394624119,"Imo","ALL"
1971,"50%",0.0114112448512631,"Imo","ALL"
1972,"50%",0.0123204878150887,"Imo","ALL"
1973,"50%",0.0134036494279235,"Imo","ALL"
1974,"50%",0.0144840666871953,"Imo","ALL"
1975,"50%",0.0156704418287658,"Imo","ALL"
1976,"50%",0.0169057494403739,"Imo","ALL"
1977,"50%",0.017959652294164,"Imo","ALL"
1978,"50%",0.0192999806508413,"Imo","ALL"
1979,"50%",0.0207735539373953,"Imo","ALL"
1980,"50%",0.0225257996485797,"Imo","ALL"
1981,"50%",0.0244534789962151,"Imo","ALL"
1982,"50%",0.0264981546759304,"Imo","ALL"
1983,"50%",0.0284308901610683,"Imo","ALL"
1984,"50%",0.0301229364436408,"Imo","ALL"
1985,"50%",0.032339574585852,"Imo","ALL"
1986,"50%",0.0344298186541666,"Imo","ALL"
1987,"50%",0.0367414461266661,"Imo","ALL"
1988,"50%",0.0388537750802952,"Imo","ALL"
1989,"50%",0.0415806895584072,"Imo","ALL"
1990,"50%",0.0442281828853968,"Imo","ALL"
1991,"50%",0.0473669123709943,"Imo","ALL"
1992,"50%",0.0500692177259114,"Imo","ALL"
1993,"50%",0.0533813642039951,"Imo","ALL"
1994,"50%",0.0565560191659165,"Imo","ALL"
1995,"50%",0.0607326507953955,"Imo","ALL"
1996,"50%",0.0647255640993125,"Imo","ALL"
1997,"50%",0.0684090302219797,"Imo","ALL"
1998,"50%",0.0724181499483923,"Imo","ALL"
1999,"50%",0.0769017935885787,"Imo","ALL"
2000,"50%",0.0809201574913535,"Imo","ALL"
2001,"50%",0.0850170398288917,"Imo","ALL"
2002,"50%",0.0889751199050328,"Imo","ALL"
2003,"50%",0.093298732131531,"Imo","ALL"
2004,"50%",0.0912794655338091,"Imo","ALL"
2005,"50%",0.0889915200806708,"Imo","ALL"
2006,"50%",0.0871192474409989,"Imo","ALL"
2007,"50%",0.0857373497884688,"Imo","ALL"
2008,"50%",0.0890444038848051,"Imo","ALL"
2009,"50%",0.0957087158563783,"Imo","ALL"
2010,"50%",0.102576382459532,"Imo","ALL"
2011,"50%",0.108593779351918,"Imo","ALL"
2012,"50%",0.111019187742413,"Imo","ALL"
2013,"50%",0.113301857559833,"Imo","ALL"
2014,"50%",0.118827412393733,"Imo","ALL"
2015,"50%",0.124343357091948,"Imo","ALL"
2016,"50%",0.127937622977558,"Imo","ALL"
2017,"50%",0.124498635086383,"Imo","ALL"
2018,"50%",0.119467970964171,"Imo","ALL"
2019,"50%",0.125021731434286,"Imo","ALL"
2020,"50%",0.131332487755967,"Imo","ALL"
2021,"50%",0.138723726998515,"Imo","ALL"
2022,"50%",0.145865810236973,"Imo","ALL"
2023,"50%",0.152951113700658,"Imo","ALL"
2024,"50%",0.159391859894269,"Imo","ALL"
2025,"50%",0.166435927817218,"Imo","ALL"
2026,"50%",0.173090452399251,"Imo","ALL"
2027,"50%",0.180687988755803,"Imo","ALL"
2028,"50%",0.186594474964447,"Imo","ALL"
2029,"50%",0.193662484929509,"Imo","ALL"
2030,"50%",0.202164070703053,"Imo","ALL"
1970,"50%",0.00197863775168781,"Jigawa","ALL"
1971,"50%",0.0021701622269115,"Jigawa","ALL"
1972,"50%",0.00236212877288716,"Jigawa","ALL"
1973,"50%",0.00265532400160269,"Jigawa","ALL"
1974,"50%",0.00283636175771543,"Jigawa","ALL"
1975,"50%",0.00308688398798729,"Jigawa","ALL"
1976,"50%",0.00342564365147596,"Jigawa","ALL"
1977,"50%",0.00366823730287458,"Jigawa","ALL"
1978,"50%",0.00409925112878478,"Jigawa","ALL"
1979,"50%",0.00443101935856264,"Jigawa","ALL"
1980,"50%",0.00485065450192687,"Jigawa","ALL"
1981,"50%",0.00512239233253967,"Jigawa","ALL"
1982,"50%",0.0054752304271067,"Jigawa","ALL"
1983,"50%",0.00605666904626251,"Jigawa","ALL"
1984,"50%",0.0065683797530112,"Jigawa","ALL"
1985,"50%",0.00716975772471828,"Jigawa","ALL"
1986,"50%",0.00769379735766632,"Jigawa","ALL"
1987,"50%",0.00844434919215459,"Jigawa","ALL"
1988,"50%",0.00910964530582854,"Jigawa","ALL"
1989,"50%",0.00968730942280528,"Jigawa","ALL"
1990,"50%",0.0104281928635689,"Jigawa","ALL"
1991,"50%",0.0114859522292124,"Jigawa","ALL"
1992,"50%",0.0124983348034292,"Jigawa","ALL"
1993,"50%",0.0136278464915337,"Jigawa","ALL"
1994,"50%",0.0146004835804534,"Jigawa","ALL"
1995,"50%",0.0156928344678792,"Jigawa","ALL"
1996,"50%",0.0170471713992623,"Jigawa","ALL"
1997,"50%",0.0180347800016582,"Jigawa","ALL"
1998,"50%",0.0190431897483866,"Jigawa","ALL"
1999,"50%",0.0200359130215495,"Jigawa","ALL"
2000,"50%",0.0212090426903605,"Jigawa","ALL"
2001,"50%",0.0224718191391179,"Jigawa","ALL"
2002,"50%",0.0236722775263502,"Jigawa","ALL"
2003,"50%",0.0244781373031135,"Jigawa","ALL"
2004,"50%",0.0261356070849968,"Jigawa","ALL"
2005,"50%",0.0269633812120826,"Jigawa","ALL"
2006,"50%",0.0291105932424663,"Jigawa","ALL"
2007,"50%",0.0306392708537903,"Jigawa","ALL"
2008,"50%",0.0319326699019548,"Jigawa","ALL"
2009,"50%",0.0337565973377113,"Jigawa","ALL"
2010,"50%",0.0347134128041627,"Jigawa","ALL"
2011,"50%",0.0369538638516523,"Jigawa","ALL"
2012,"50%",0.0384390485204553,"Jigawa","ALL"
2013,"50%",0.0404077533580442,"Jigawa","ALL"
2014,"50%",0.0432221429966564,"Jigawa","ALL"
2015,"50%",0.046591485067547,"Jigawa","ALL"
2016,"50%",0.0512803384640332,"Jigawa","ALL"
2017,"50%",0.0575462095792431,"Jigawa","ALL"
2018,"50%",0.063983499483284,"Jigawa","ALL"
2019,"50%",0.0697952369924385,"Jigawa","ALL"
2020,"50%",0.0749953041035393,"Jigawa","ALL"
2021,"50%",0.0788145544857276,"Jigawa","ALL"
2022,"50%",0.0827109147379605,"Jigawa","ALL"
2023,"50%",0.0867812798972483,"Jigawa","ALL"
2024,"50%",0.0908027900718855,"Jigawa","ALL"
2025,"50%",0.0955288233406136,"Jigawa","ALL"
2026,"50%",0.0996668536015836,"Jigawa","ALL"
2027,"50%",0.104165818611127,"Jigawa","ALL"
2028,"50%",0.108887744930825,"Jigawa","ALL"
2029,"50%",0.113998616829745,"Jigawa","ALL"
2030,"50%",0.11829620217265,"Jigawa","ALL"
1970,"50%",0.00704181069201357,"Kaduna","ALL"
1971,"50%",0.00783935974012831,"Kaduna","ALL"
1972,"50%",0.00858163183215689,"Kaduna","ALL"
1973,"50%",0.00941568111825883,"Kaduna","ALL"
1974,"50%",0.0103084713270909,"Kaduna","ALL"
1975,"50%",0.0112410835808793,"Kaduna","ALL"
1976,"50%",0.0122634620704317,"Kaduna","ALL"
1977,"50%",0.0134123679879728,"Kaduna","ALL"
1978,"50%",0.0143495979832669,"Kaduna","ALL"
1979,"50%",0.0156372705038904,"Kaduna","ALL"
1980,"50%",0.0170669366160828,"Kaduna","ALL"
1981,"50%",0.0185571378432555,"Kaduna","ALL"
1982,"50%",0.0200866734811596,"Kaduna","ALL"
1983,"50%",0.0218179001622191,"Kaduna","ALL"
1984,"50%",0.0237060361835001,"Kaduna","ALL"
1985,"50%",0.0254137834127782,"Kaduna","ALL"
1986,"50%",0.0274497452084704,"Kaduna","ALL"
1987,"50%",0.0293990813451487,"Kaduna","ALL"
1988,"50%",0.0314564196224506,"Kaduna","ALL"
1989,"50%",0.0338846458735728,"Kaduna","ALL"
1990,"50%",0.0364779578167176,"Kaduna","ALL"
1991,"50%",0.0388058387943936,"Kaduna","ALL"
1992,"50%",0.0414893197727576,"Kaduna","ALL"
1993,"50%",0.0439218435499056,"Kaduna","ALL"
1994,"50%",0.0464911564288286,"Kaduna","ALL"
1995,"50%",0.0497346165615543,"Kaduna","ALL"
1996,"50%",0.0527614370423713,"Kaduna","ALL"
1997,"50%",0.0556772339821412,"Kaduna","ALL"
1998,"50%",0.0588919245989135,"Kaduna","ALL"
1999,"50%",0.0617914259898794,"Kaduna","ALL"
2000,"50%",0.064489927232682,"Kaduna","ALL"
2001,"50%",0.067832326969263,"Kaduna","ALL"
2002,"50%",0.0710094327895018,"Kaduna","ALL"
2003,"50%",0.0740906675028657,"Kaduna","ALL"
2004,"50%",0.077806548818052,"Kaduna","ALL"
2005,"50%",0.0815222779862252,"Kaduna","ALL"
2006,"50%",0.085609443950719,"Kaduna","ALL"
2007,"50%",0.0895568733107695,"Kaduna","ALL"
2008,"50%",0.0944480022005503,"Kaduna","ALL"
2009,"50%",0.101943088175155,"Kaduna","ALL"
2010,"50%",0.111616503471456,"Kaduna","ALL"
2011,"50%",0.123663493152118,"Kaduna","ALL"
2012,"50%",0.136539390378986,"Kaduna","ALL"
2013,"50%",0.147296181814106,"Kaduna","ALL"
2014,"50%",0.15176104080001,"Kaduna","ALL"
2015,"50%",0.153129536320622,"Kaduna","ALL"
2016,"50%",0.150749879446958,"Kaduna","ALL"
2017,"50%",0.146435036700796,"Kaduna","ALL"
2018,"50%",0.142751863566994,"Kaduna","ALL"
2019,"50%",0.143149950492586,"Kaduna","ALL"
2020,"50%",0.146315287670876,"Kaduna","ALL"
2021,"50%",0.15133117978819,"Kaduna","ALL"
2022,"50%",0.15558369609331,"Kaduna","ALL"
2023,"50%",0.161273501866628,"Kaduna","ALL"
2024,"50%",0.166239737315168,"Kaduna","ALL"
2025,"50%",0.171155467210298,"Kaduna","ALL"
2026,"50%",0.17637227186256,"Kaduna","ALL"
2027,"50%",0.182320947078248,"Kaduna","ALL"
2028,"50%",0.18819668961993,"Kaduna","ALL"
2029,"50%",0.193325307539107,"Kaduna","ALL"
2030,"50%",0.19921378677008,"Kaduna","ALL"
1970,"50%",0.00977379013735535,"Kano","ALL"
1971,"50%",0.0106792696298877,"Kano","ALL"
1972,"50%",0.0116400489920323,"Kano","ALL"
1973,"50%",0.0126680024083653,"Kano","ALL"
1974,"50%",0.0137509857582672,"Kano","ALL"
1975,"50%",0.014863928660712,"Kano","ALL"
1976,"50%",0.0161188965693418,"Kano","ALL"
1977,"50%",0.0172042353019036,"Kano","ALL"
1978,"50%",0.0187444087593548,"Kano","ALL"
1979,"50%",0.0204765298605265,"Kano","ALL"
1980,"50%",0.0223349425813955,"Kano","ALL"
1981,"50%",0.0237987360547075,"Kano","ALL"
1982,"50%",0.0257392490653076,"Kano","ALL"
1983,"50%",0.0275131112326473,"Kano","ALL"
1984,"50%",0.0293911342902673,"Kano","ALL"
1985,"50%",0.0317215174433633,"Kano","ALL"
1986,"50%",0.0340573652983911,"Kano","ALL"
1987,"50%",0.0366351867331455,"Kano","ALL"
1988,"50%",0.0387938791800479,"Kano","ALL"
1989,"50%",0.0411653933153308,"Kano","ALL"
1990,"50%",0.0441503795982486,"Kano","ALL"
1991,"50%",0.0468314076686234,"Kano","ALL"
1992,"50%",0.0495030047862265,"Kano","ALL"
1993,"50%",0.0525123213720987,"Kano","ALL"
1994,"50%",0.0550467385891339,"Kano","ALL"
1995,"50%",0.0580311924219594,"Kano","ALL"
1996,"50%",0.0608852271424041,"Kano","ALL"
1997,"50%",0.0633127467848189,"Kano","ALL"
1998,"50%",0.066727938945473,"Kano","ALL"
1999,"50%",0.0686667994143626,"Kano","ALL"
2000,"50%",0.0701855768995358,"Kano","ALL"
2001,"50%",0.0711571816415427,"Kano","ALL"
2002,"50%",0.0711564543614835,"Kano","ALL"
2003,"50%",0.0681883638023995,"Kano","ALL"
2004,"50%",0.0609978381953672,"Kano","ALL"
2005,"50%",0.053133789088456,"Kano","ALL"
2006,"50%",0.0477573649396838,"Kano","ALL"
2007,"50%",0.0441943353056091,"Kano","ALL"
2008,"50%",0.0424575330205671,"Kano","ALL"
2009,"50%",0.0412461882755015,"Kano","ALL"
2010,"50%",0.039784155209469,"Kano","ALL"
2011,"50%",0.0396876195100464,"Kano","ALL"
2012,"50%",0.0398697784034975,"Kano","ALL"
2013,"50%",0.0407502567462392,"Kano","ALL"
2014,"50%",0.0438686129048427,"Kano","ALL"
2015,"50%",0.0484804128047994,"Kano","ALL"
2016,"50%",0.0556686517658019,"Kano","ALL"
2017,"50%",0.0648607700173066,"Kano","ALL"
2018,"50%",0.0743237288887504,"Kano","ALL"
2019,"50%",0.0809526109482396,"Kano","ALL"
2020,"50%",0.0865178060520083,"Kano","ALL"
2021,"50%",0.0914218917564004,"Kano","ALL"
2022,"50%",0.0956706276347318,"Kano","ALL"
2023,"50%",0.100073137808736,"Kano","ALL"
2024,"50%",0.103526975674586,"Kano","ALL"
2025,"50%",0.107721849883451,"Kano","ALL"
2026,"50%",0.111240928625802,"Kano","ALL"
2027,"50%",0.115749937013847,"Kano","ALL"
2028,"50%",0.118429108024104,"Kano","ALL"
2029,"50%",0.122651149155298,"Kano","ALL"
2030,"50%",0.125936477868141,"Kano","ALL"
1970,"50%",0.00204167444640779,"Katsina","ALL"
1971,"50%",0.00224916796508276,"Katsina","ALL"
1972,"50%",0.00251658086095666,"Katsina","ALL"
1973,"50%",0.00278639767573249,"Katsina","ALL"
1974,"50%",0.00297620872912124,"Katsina","ALL"
1975,"50%",0.00325323056599074,"Katsina","ALL"
1976,"50%",0.00361191215702045,"Katsina","ALL"
1977,"50%",0.00387041338260258,"Katsina","ALL"
1978,"50%",0.0042534746140057,"Katsina","ALL"
1979,"50%",0.0046038460790224,"Katsina","ALL"
1980,"50%",0.00512571734422883,"Katsina","ALL"
1981,"50%",0.005463311267662,"Katsina","ALL"
1982,"50%",0.00579362487856216,"Katsina","ALL"
1983,"50%",0.00634117934897335,"Katsina","ALL"
1984,"50%",0.00697580999698601,"Katsina","ALL"
1985,"50%",0.00751881465100359,"Katsina","ALL"
1986,"50%",0.00809760332324219,"Katsina","ALL"
1987,"50%",0.00887451508486456,"Katsina","ALL"
1988,"50%",0.00959227543666548,"Katsina","ALL"
1989,"50%",0.0102594644246058,"Katsina","ALL"
1990,"50%",0.0110171616264266,"Katsina","ALL"
1991,"50%",0.0123751389118186,"Katsina","ALL"
1992,"50%",0.0133890187359538,"Katsina","ALL"
1993,"50%",0.0145641972702102,"Katsina","ALL"
1994,"50%",0.0155111427187661,"Katsina","ALL"
1995,"50%",0.0167011095212366,"Katsina","ALL"
1996,"50%",0.018100223153249,"Katsina","ALL"
1997,"50%",0.0193993925882907,"Katsina","ALL"
1998,"50%",0.0205903636266258,"Katsina","ALL"
1999,"50%",0.0214752970795784,"Katsina","ALL"
2000,"50%",0.0228016367926214,"Katsina","ALL"
2001,"50%",0.0242318637860498,"Katsina","ALL"
2002,"50%",0.0256641290016553,"Katsina","ALL"
2003,"50%",0.0265379166701621,"Katsina","ALL"
2004,"50%",0.0284025872459669,"Katsina","ALL"
2005,"50%",0.029403050182817,"Katsina","ALL"
2006,"50%",0.0316468396999336,"Katsina","ALL"
2007,"50%",0.0333599380606561,"Katsina","ALL"
2008,"50%",0.0352639010303964,"Katsina","ALL"
2009,"50%",0.0371580081887281,"Katsina","ALL"
2010,"50%",0.0383657866212038,"Katsina","ALL"
2011,"50%",0.0405610670034727,"Katsina","ALL"
2012,"50%",0.0419038198347481,"Katsina","ALL"
2013,"50%",0.0444358776676624,"Katsina","ALL"
2014,"50%",0.0475764342434307,"Katsina","ALL"
2015,"50%",0.0514716403593328,"Katsina","ALL"
2016,"50%",0.0561442697276615,"Katsina","ALL"
2017,"50%",0.0598833338080097,"Katsina","ALL"
2018,"50%",0.063364148372653,"Katsina","ALL"
2019,"50%",0.0660897946722563,"Katsina","ALL"
2020,"50%",0.0690155749730637,"Katsina","ALL"
2021,"50%",0.071540708377066,"Katsina","ALL"
2022,"50%",0.0743136684118954,"Katsina","ALL"
2023,"50%",0.0773285474445863,"Katsina","ALL"
2024,"50%",0.0799950193087346,"Katsina","ALL"
2025,"50%",0.0831059430361088,"Katsina","ALL"
2026,"50%",0.086199957754268,"Katsina","ALL"
2027,"50%",0.0895381370052786,"Katsina","ALL"
2028,"50%",0.0931344101748831,"Katsina","ALL"
2029,"50%",0.0964139710647397,"Katsina","ALL"
2030,"50%",0.0998745039161102,"Katsina","ALL"
1970,"50%",0.00330105551359079,"Kebbi","ALL"
1971,"50%",0.00359737839983258,"Kebbi","ALL"
1972,"50%",0.00391914795734457,"Kebbi","ALL"
1973,"50%",0.00426614049214321,"Kebbi","ALL"
1974,"50%",0.00473373896777367,"Kebbi","ALL"
1975,"50%",0.00520894727401254,"Kebbi","ALL"
1976,"50%",0.00566439625037332,"Kebbi","ALL"
1977,"50%",0.00625002265071199,"Kebbi","ALL"
1978,"50%",0.00661463059215019,"Kebbi","ALL"
1979,"50%",0.00713423901606493,"Kebbi","ALL"
1980,"50%",0.00784540272242816,"Kebbi","ALL"
1981,"50%",0.00834393632447359,"Kebbi","ALL"
1982,"50%",0.00921416880209057,"Kebbi","ALL"
1983,"50%",0.0098239535822039,"Kebbi","ALL"
1984,"50%",0.0107366445375081,"Kebbi","ALL"
1985,"50%",0.0117407840478695,"Kebbi","ALL"
1986,"50%",0.012583430976895,"Kebbi","ALL"
1987,"50%",0.0136126626109262,"Kebbi","ALL"
1988,"50%",0.0146004936367396,"Kebbi","ALL"
1989,"50%",0.0155355839656775,"Kebbi","ALL"
1990,"50%",0.0166011842983921,"Kebbi","ALL"
1991,"50%",0.0181200553016845,"Kebbi","ALL"
1992,"50%",0.0191876343161556,"Kebbi","ALL"
1993,"50%",0.0205076511546402,"Kebbi","ALL"
1994,"50%",0.0220868853163647,"Kebbi","ALL"
1995,"50%",0.0232735305076413,"Kebbi","ALL"
1996,"50%",0.0247970386821629,"Kebbi","ALL"
1997,"50%",0.0263393320154872,"Kebbi","ALL"
1998,"50%",0.0274113671608901,"Kebbi","ALL"
1999,"50%",0.0289250880680231,"Kebbi","ALL"
2000,"50%",0.0303432867658007,"Kebbi","ALL"
2001,"50%",0.0317092694416154,"Kebbi","ALL"
2002,"50%",0.033239852426595,"Kebbi","ALL"
2003,"50%",0.0345164018347587,"Kebbi","ALL"
2004,"50%",0.0365678297129106,"Kebbi","ALL"
2005,"50%",0.038170802726366,"Kebbi","ALL"
2006,"50%",0.0404030719208425,"Kebbi","ALL"
2007,"50%",0.0419644913878517,"Kebbi","ALL"
2008,"50%",0.0432113119392585,"Kebbi","ALL"
2009,"50%",0.0440279703611312,"Kebbi","ALL"
2010,"50%",0.0440948697711022,"Kebbi","ALL"
2011,"50%",0.0448552311887678,"Kebbi","ALL"
2012,"50%",0.0452541203849679,"Kebbi","ALL"
2013,"50%",0.0462371905291652,"Kebbi","ALL"
2014,"50%",0.048505453654153,"Kebbi","ALL"
2015,"50%",0.0520252137481396,"Kebbi","ALL"
2016,"50%",0.0559572403133739,"Kebbi","ALL"
2017,"50%",0.0596944324293768,"Kebbi","ALL"
2018,"50%",0.0624978998940372,"Kebbi","ALL"
2019,"50%",0.0649998093540022,"Kebbi","ALL"
2020,"50%",0.0677211043683866,"Kebbi","ALL"
2021,"50%",0.0703517664302837,"Kebbi","ALL"
2022,"50%",0.0739007387969632,"Kebbi","ALL"
2023,"50%",0.0762422079880946,"Kebbi","ALL"
2024,"50%",0.07865304147014,"Kebbi","ALL"
2025,"50%",0.0820824059610511,"Kebbi","ALL"
2026,"50%",0.0855926976523249,"Kebbi","ALL"
2027,"50%",0.0882929425107636,"Kebbi","ALL"
2028,"50%",0.0917507361286944,"Kebbi","ALL"
2029,"50%",0.094811633406222,"Kebbi","ALL"
2030,"50%",0.0979299337612765,"Kebbi","ALL"
1970,"50%",0.0117991004145049,"Kogi","ALL"
1971,"50%",0.0126974407516082,"Kogi","ALL"
1972,"50%",0.0138686957668738,"Kogi","ALL"
1973,"50%",0.0148316470665198,"Kogi","ALL"
1974,"50%",0.0162094622429999,"Kogi","ALL"
1975,"50%",0.0174198518927025,"Kogi","ALL"
1976,"50%",0.0187636903772437,"Kogi","ALL"
1977,"50%",0.0206024762072554,"Kogi","ALL"
