"year","percentile","contraceptive_use_modern","Region","Population"
2017,"50%",0.210458101792213,"Oyo","ALL"
2018,"50%",0.20618779046996,"Oyo","ALL"
2019,"50%",0.207307192744299,"Oyo","ALL"
2020,"50%",0.210376305542786,"Oyo","ALL"
2021,"50%",0.21402121870226,"Oyo","ALL"
2022,"50%",0.21967468454244,"Oyo","ALL"
2023,"50%",0.225757436265856,"Oyo","ALL"
2024,"50%",0.230016754807489,"Oyo","ALL"
2025,"50%",0.236805244850241,"Oyo","ALL"
2026,"50%",0.24217386117869,"Oyo","ALL"
2027,"50%",0.247755248151232,"Oyo","ALL"
2028,"50%",0.253359705091839,"Oyo","ALL"
2029,"50%",0.261054410424173,"Oyo","ALL"
2030,"50%",0.264940850900042,"Oyo","ALL"
1970,"50%",0.016656948537307,"Plateau","ALL"
1971,"50%",0.018217505469453,"Plateau","ALL"
1972,"50%",0.0200280002641915,"Plateau","ALL"
1973,"50%",0.0217460495916263,"Plateau","ALL"
1974,"50%",0.0236799842220043,"Plateau","ALL"
1975,"50%",0.0256953607902252,"Plateau","ALL"
1976,"50%",0.0282405524961903,"Plateau","ALL"
1977,"50%",0.0308042532909117,"Plateau","ALL"
1978,"50%",0.0337804586850249,"Plateau","ALL"
1979,"50%",0.0367751447456811,"Plateau","ALL"
1980,"50%",0.0394675745602538,"Plateau","ALL"
1981,"50%",0.0427320706378177,"Plateau","ALL"
1982,"50%",0.0460123369002802,"Plateau","ALL"
1983,"50%",0.0494125040795245,"Plateau","ALL"
1984,"50%",0.0530693434202752,"Plateau","ALL"
1985,"50%",0.0569036457449872,"Plateau","ALL"
1986,"50%",0.0615268052365535,"Plateau","ALL"
1987,"50%",0.065225293933221,"Plateau","ALL"
1988,"50%",0.0696030709838565,"Plateau","ALL"
1989,"50%",0.0741522250708124,"Plateau","ALL"
1990,"50%",0.0794397132146812,"Plateau","ALL"
1991,"50%",0.0847241597085353,"Plateau","ALL"
1992,"50%",0.0901346632625022,"Plateau","ALL"
1993,"50%",0.0957367781659092,"Plateau","ALL"
1994,"50%",0.101457275700089,"Plateau","ALL"
1995,"50%",0.107708740797755,"Plateau","ALL"
1996,"50%",0.114303384901148,"Plateau","ALL"
1997,"50%",0.121370273004642,"Plateau","ALL"
1998,"50%",0.127743101479276,"Plateau","ALL"
1999,"50%",0.134123681520938,"Plateau","ALL"
2000,"50%",0.139477452410933,"Plateau","ALL"
2001,"50%",0.143731162119197,"Plateau","ALL"
2002,"50%",0.146475343589515,"Plateau","ALL"
2003,"50%",0.14668747940205,"Plateau","ALL"
2004,"50%",0.141269355259295,"Plateau","ALL"
2005,"50%",0.132686639239084,"Plateau","ALL"
2006,"50%",0.123543966590825,"Plateau","ALL"
2007,"50%",0.115987358820738,"Plateau","ALL"
2008,"50%",0.110997685735784,"Plateau","ALL"
2009,"50%",0.113075729676429,"Plateau","ALL"
2010,"50%",0.117920652029598,"Plateau","ALL"
2011,"50%",0.124823622365302,"Plateau","ALL"
2012,"50%",0.131351928161256,"Plateau","ALL"
2013,"50%",0.137560485696553,"Plateau","ALL"
2014,"50%",0.146343606184942,"Plateau","ALL"
2015,"50%",0.15565718590744,"Plateau","ALL"
2016,"50%",0.165514155330734,"Plateau","ALL"
2017,"50%",0.175374226970219,"Plateau","ALL"
2018,"50%",0.184168271146913,"Plateau","ALL"
2019,"50%",0.190484102010456,"Plateau","ALL"
2020,"50%",0.198226048116322,"Plateau","ALL"
2021,"50%",0.205050441374375,"Plateau","ALL"
2022,"50%",0.211927334482382,"Plateau","ALL"
2023,"50%",0.218323341253179,"Plateau","ALL"
2024,"50%",0.224729412610869,"Plateau","ALL"
2025,"50%",0.229963510480518,"Plateau","ALL"
2026,"50%",0.235455440447201,"Plateau","ALL"
2027,"50%",0.242173761820548,"Plateau","ALL"
2028,"50%",0.246611596888157,"Plateau","ALL"
2029,"50%",0.252519813133468,"Plateau","ALL"
2030,"50%",0.256914066462042,"Plateau","ALL"
1970,"50%",0.0148109415263197,"Rivers","ALL"
1971,"50%",0.0160420169033681,"Rivers","ALL"
1972,"50%",0.0172946415444659,"Rivers","ALL"
1973,"50%",0.0188238261162043,"Rivers","ALL"
1974,"50%",0.0206027087114235,"Rivers","ALL"
1975,"50%",0.0219862799357929,"Rivers","ALL"
1976,"50%",0.0240641584206633,"Rivers","ALL"
1977,"50%",0.0259566073962805,"Rivers","ALL"
1978,"50%",0.0280500835694578,"Rivers","ALL"
1979,"50%",0.0298413484200592,"Rivers","ALL"
1980,"50%",0.032141384463861,"Rivers","ALL"
1981,"50%",0.0346912165733804,"Rivers","ALL"
1982,"50%",0.0372802359272515,"Rivers","ALL"
1983,"50%",0.0401079891063313,"Rivers","ALL"
1984,"50%",0.0427479847143163,"Rivers","ALL"
1985,"50%",0.0464252870070234,"Rivers","ALL"
1986,"50%",0.0497501422474717,"Rivers","ALL"
1987,"50%",0.0531893766115955,"Rivers","ALL"
1988,"50%",0.0570619543350603,"Rivers","ALL"
1989,"50%",0.0607631901136554,"Rivers","ALL"
1990,"50%",0.0646246330562463,"Rivers","ALL"
1991,"50%",0.0690011452169985,"Rivers","ALL"
1992,"50%",0.0741636647379032,"Rivers","ALL"
1993,"50%",0.0800666993519003,"Rivers","ALL"
1994,"50%",0.0852635479296313,"Rivers","ALL"
1995,"50%",0.0914134849759242,"Rivers","ALL"
1996,"50%",0.0978962556990031,"Rivers","ALL"
1997,"50%",0.104588504272942,"Rivers","ALL"
1998,"50%",0.111517779768428,"Rivers","ALL"
1999,"50%",0.118683649334814,"Rivers","ALL"
2000,"50%",0.125327400465178,"Rivers","ALL"
2001,"50%",0.131581955457704,"Rivers","ALL"
2002,"50%",0.137443234623482,"Rivers","ALL"
2003,"50%",0.141187441933441,"Rivers","ALL"
2004,"50%",0.140280540837072,"Rivers","ALL"
2005,"50%",0.13797124883702,"Rivers","ALL"
2006,"50%",0.136071738143606,"Rivers","ALL"
2007,"50%",0.133926787296262,"Rivers","ALL"
2008,"50%",0.132778895391914,"Rivers","ALL"
2009,"50%",0.139308899251352,"Rivers","ALL"
2010,"50%",0.146131018867126,"Rivers","ALL"
2011,"50%",0.151941632580471,"Rivers","ALL"
2012,"50%",0.155077813485799,"Rivers","ALL"
2013,"50%",0.157097509467168,"Rivers","ALL"
2014,"50%",0.158476472303027,"Rivers","ALL"
2015,"50%",0.158519429935585,"Rivers","ALL"
2016,"50%",0.158642939092401,"Rivers","ALL"
2017,"50%",0.165945165017363,"Rivers","ALL"
2018,"50%",0.172783274789849,"Rivers","ALL"
2019,"50%",0.180900074352932,"Rivers","ALL"
2020,"50%",0.188070283902006,"Rivers","ALL"
2021,"50%",0.194385384359769,"Rivers","ALL"
2022,"50%",0.202170848902617,"Rivers","ALL"
2023,"50%",0.20982765556225,"Rivers","ALL"
2024,"50%",0.216309762860103,"Rivers","ALL"
2025,"50%",0.222295942768609,"Rivers","ALL"
2026,"50%",0.228749817233285,"Rivers","ALL"
2027,"50%",0.23605926554396,"Rivers","ALL"
2028,"50%",0.244321514479553,"Rivers","ALL"
2029,"50%",0.249227162168504,"Rivers","ALL"
2030,"50%",0.255110162198214,"Rivers","ALL"
1970,"50%",0.00197388784055501,"Sokoto","ALL"
1971,"50%",0.00216480779618415,"Sokoto","ALL"
1972,"50%",0.00235756748471827,"Sokoto","ALL"
1973,"50%",0.0026392267871955,"Sokoto","ALL"
1974,"50%",0.00282981363071123,"Sokoto","ALL"
1975,"50%",0.0030713214183343,"Sokoto","ALL"
1976,"50%",0.00339417945422127,"Sokoto","ALL"
1977,"50%",0.00365543505634526,"Sokoto","ALL"
1978,"50%",0.00404946339653557,"Sokoto","ALL"
1979,"50%",0.00439668730567015,"Sokoto","ALL"
1980,"50%",0.00480494876394285,"Sokoto","ALL"
1981,"50%",0.00510461364556362,"Sokoto","ALL"
1982,"50%",0.00538452321450659,"Sokoto","ALL"
1983,"50%",0.00595850824629589,"Sokoto","ALL"
1984,"50%",0.00649313318582633,"Sokoto","ALL"
1985,"50%",0.00707361375252139,"Sokoto","ALL"
1986,"50%",0.00756513500956042,"Sokoto","ALL"
1987,"50%",0.00829910219583662,"Sokoto","ALL"
1988,"50%",0.00891624770474355,"Sokoto","ALL"
1989,"50%",0.00955014121133771,"Sokoto","ALL"
1990,"50%",0.0102631300110703,"Sokoto","ALL"
1991,"50%",0.0112803293164164,"Sokoto","ALL"
1992,"50%",0.012350231991568,"Sokoto","ALL"
1993,"50%",0.0134243174144818,"Sokoto","ALL"
1994,"50%",0.0143744587842375,"Sokoto","ALL"
1995,"50%",0.0154614876906126,"Sokoto","ALL"
1996,"50%",0.0167705132425052,"Sokoto","ALL"
1997,"50%",0.0177499061247557,"Sokoto","ALL"
1998,"50%",0.0188574558440004,"Sokoto","ALL"
1999,"50%",0.0198164422891847,"Sokoto","ALL"
2000,"50%",0.0209622759289302,"Sokoto","ALL"
2001,"50%",0.0221699911610501,"Sokoto","ALL"
2002,"50%",0.0235395389033944,"Sokoto","ALL"
2003,"50%",0.0244526116975165,"Sokoto","ALL"
2004,"50%",0.0264913907172995,"Sokoto","ALL"
2005,"50%",0.0282166830328176,"Sokoto","ALL"
2006,"50%",0.0312851660804613,"Sokoto","ALL"
2007,"50%",0.03492369277348,"Sokoto","ALL"
2008,"50%",0.0400051644733147,"Sokoto","ALL"
2009,"50%",0.0412409974087047,"Sokoto","ALL"
2010,"50%",0.041262797569483,"Sokoto","ALL"
2011,"50%",0.0413499665024914,"Sokoto","ALL"
2012,"50%",0.041127428367837,"Sokoto","ALL"
2013,"50%",0.0418237991955102,"Sokoto","ALL"
2014,"50%",0.0442035197689072,"Sokoto","ALL"
2015,"50%",0.0467113507103009,"Sokoto","ALL"
2016,"50%",0.0502178968416261,"Sokoto","ALL"
2017,"50%",0.053038504813818,"Sokoto","ALL"
2018,"50%",0.0554334544823867,"Sokoto","ALL"
2019,"50%",0.0572693583395559,"Sokoto","ALL"
2020,"50%",0.0595866577178697,"Sokoto","ALL"
2021,"50%",0.0615884671609309,"Sokoto","ALL"
2022,"50%",0.0639166812593685,"Sokoto","ALL"
2023,"50%",0.0668521348780408,"Sokoto","ALL"
2024,"50%",0.0692042906648984,"Sokoto","ALL"
2025,"50%",0.0717397949111194,"Sokoto","ALL"
2026,"50%",0.0733261419953475,"Sokoto","ALL"
2027,"50%",0.0763127208635487,"Sokoto","ALL"
2028,"50%",0.0787564592378077,"Sokoto","ALL"
2029,"50%",0.0807840663090071,"Sokoto","ALL"
2030,"50%",0.0841926228428214,"Sokoto","ALL"
1970,"50%",0.00514034375796889,"Taraba","ALL"
1971,"50%",0.00564810044845105,"Taraba","ALL"
1972,"50%",0.00615878373591609,"Taraba","ALL"
1973,"50%",0.00675846352173767,"Taraba","ALL"
1974,"50%",0.00714868445887742,"Taraba","ALL"
1975,"50%",0.00777161963669299,"Taraba","ALL"
1976,"50%",0.00859256591212824,"Taraba","ALL"
1977,"50%",0.00930887867037545,"Taraba","ALL"
1978,"50%",0.010079081310277,"Taraba","ALL"
1979,"50%",0.0108713013696357,"Taraba","ALL"
1980,"50%",0.0117086269839972,"Taraba","ALL"
1981,"50%",0.01266362273914,"Taraba","ALL"
1982,"50%",0.0134450947363919,"Taraba","ALL"
1983,"50%",0.0147063995183259,"Taraba","ALL"
1984,"50%",0.0157415824395098,"Taraba","ALL"
1985,"50%",0.0170877163329872,"Taraba","ALL"
1986,"50%",0.0183955005614365,"Taraba","ALL"
1987,"50%",0.0197201794294392,"Taraba","ALL"
1988,"50%",0.0210473379741179,"Taraba","ALL"
1989,"50%",0.022364222082725,"Taraba","ALL"
1990,"50%",0.0240793094705404,"Taraba","ALL"
1991,"50%",0.0259240922458218,"Taraba","ALL"
1992,"50%",0.0275510289998457,"Taraba","ALL"
1993,"50%",0.0288968811615159,"Taraba","ALL"
1994,"50%",0.0306305165033735,"Taraba","ALL"
1995,"50%",0.0327557317747149,"Taraba","ALL"
1996,"50%",0.0346503749979203,"Taraba","ALL"
1997,"50%",0.0363378619185612,"Taraba","ALL"
1998,"50%",0.0381376762576355,"Taraba","ALL"
1999,"50%",0.0399478030239688,"Taraba","ALL"
2000,"50%",0.0418566370015913,"Taraba","ALL"
2001,"50%",0.0436752135705469,"Taraba","ALL"
2002,"50%",0.0450707064302098,"Taraba","ALL"
2003,"50%",0.0465364848270739,"Taraba","ALL"
2004,"50%",0.0480475521840197,"Taraba","ALL"
2005,"50%",0.0494494369689774,"Taraba","ALL"
2006,"50%",0.051379584911442,"Taraba","ALL"
2007,"50%",0.0532818174931041,"Taraba","ALL"
2008,"50%",0.0565588138733924,"Taraba","ALL"
2009,"50%",0.0609970010964217,"Taraba","ALL"
2010,"50%",0.0661713497688336,"Taraba","ALL"
2011,"50%",0.0718574268012978,"Taraba","ALL"
2012,"50%",0.075800589154453,"Taraba","ALL"
2013,"50%",0.0800822651066644,"Taraba","ALL"
2014,"50%",0.0832936539384245,"Taraba","ALL"
2015,"50%",0.0867146684739019,"Taraba","ALL"
2016,"50%",0.0901898761664791,"Taraba","ALL"
2017,"50%",0.0941213591877059,"Taraba","ALL"
2018,"50%",0.097884565437824,"Taraba","ALL"
2019,"50%",0.102444406211763,"Taraba","ALL"
2020,"50%",0.107338698023162,"Taraba","ALL"
2021,"50%",0.112055119854628,"Taraba","ALL"
2022,"50%",0.116681154710788,"Taraba","ALL"
2023,"50%",0.122134300707101,"Taraba","ALL"
2024,"50%",0.127261768564813,"Taraba","ALL"
2025,"50%",0.131651337339244,"Taraba","ALL"
2026,"50%",0.136327295563773,"Taraba","ALL"
2027,"50%",0.140537913972751,"Taraba","ALL"
2028,"50%",0.145460845225143,"Taraba","ALL"
2029,"50%",0.151316124232397,"Taraba","ALL"
2030,"50%",0.155990643300764,"Taraba","ALL"
1970,"50%",0.00214582393965824,"Yobe","ALL"
1971,"50%",0.00238345412737579,"Yobe","ALL"
1972,"50%",0.00264903852069521,"Yobe","ALL"
1973,"50%",0.00292770615711034,"Yobe","ALL"
1974,"50%",0.00317699247272933,"Yobe","ALL"
1975,"50%",0.00347681562066327,"Yobe","ALL"
1976,"50%",0.00381703975641809,"Yobe","ALL"
1977,"50%",0.00420029620687112,"Yobe","ALL"
1978,"50%",0.00460008113003282,"Yobe","ALL"
1979,"50%",0.00501160871322729,"Yobe","ALL"
1980,"50%",0.00551340842914766,"Yobe","ALL"
1981,"50%",0.00591047312651571,"Yobe","ALL"
1982,"50%",0.00625450517783387,"Yobe","ALL"
1983,"50%",0.00690658177863481,"Yobe","ALL"
1984,"50%",0.00759858659831331,"Yobe","ALL"
1985,"50%",0.0081642616792093,"Yobe","ALL"
1986,"50%",0.00889719192434798,"Yobe","ALL"
1987,"50%",0.00966662475739741,"Yobe","ALL"
1988,"50%",0.0105615344107117,"Yobe","ALL"
1989,"50%",0.0111798519578261,"Yobe","ALL"
1990,"50%",0.0121536183834327,"Yobe","ALL"
1991,"50%",0.0134016685860119,"Yobe","ALL"
1992,"50%",0.0147447307597723,"Yobe","ALL"
1993,"50%",0.0159272495286214,"Yobe","ALL"
1994,"50%",0.0169584689055624,"Yobe","ALL"
1995,"50%",0.0183607021284569,"Yobe","ALL"
1996,"50%",0.0197258070119567,"Yobe","ALL"
1997,"50%",0.0212539360847936,"Yobe","ALL"
1998,"50%",0.022351345898101,"Yobe","ALL"
1999,"50%",0.0238553482411494,"Yobe","ALL"
2000,"50%",0.0254144617424789,"Yobe","ALL"
2001,"50%",0.0267598126551289,"Yobe","ALL"
2002,"50%",0.0282678813145606,"Yobe","ALL"
2003,"50%",0.0294688994277063,"Yobe","ALL"
2004,"50%",0.0319844856906646,"Yobe","ALL"
2005,"50%",0.0337013768694814,"Yobe","ALL"
2006,"50%",0.0367847087777269,"Yobe","ALL"
2007,"50%",0.0387984184897381,"Yobe","ALL"
2008,"50%",0.04075334378245,"Yobe","ALL"
2009,"50%",0.0405116443335225,"Yobe","ALL"
2010,"50%",0.0399399636470426,"Yobe","ALL"
2011,"50%",0.0403819441432981,"Yobe","ALL"
2012,"50%",0.0397510002069132,"Yobe","ALL"
2013,"50%",0.0405552615877619,"Yobe","ALL"
2014,"50%",0.0423044146401857,"Yobe","ALL"
2015,"50%",0.0443584181308193,"Yobe","ALL"
2016,"50%",0.0474347939931135,"Yobe","ALL"
2017,"50%",0.0505260814132208,"Yobe","ALL"
2018,"50%",0.0524382582413002,"Yobe","ALL"
2019,"50%",0.054430463725803,"Yobe","ALL"
2020,"50%",0.0570269494475,"Yobe","ALL"
2021,"50%",0.0583973629328509,"Yobe","ALL"
2022,"50%",0.0609984887213545,"Yobe","ALL"
2023,"50%",0.062951965368175,"Yobe","ALL"
2024,"50%",0.0648799093624862,"Yobe","ALL"
2025,"50%",0.066903311803239,"Yobe","ALL"
2026,"50%",0.068569788266673,"Yobe","ALL"
2027,"50%",0.0713183913480478,"Yobe","ALL"
2028,"50%",0.0740039288091394,"Yobe","ALL"
2029,"50%",0.0769460572548595,"Yobe","ALL"
2030,"50%",0.0789922924221293,"Yobe","ALL"
1970,"50%",0.00204696684125814,"Zamfara","ALL"
1971,"50%",0.00225936853158334,"Zamfara","ALL"
1972,"50%",0.00249452131708845,"Zamfara","ALL"
1973,"50%",0.00281213887181046,"Zamfara","ALL"
1974,"50%",0.00305746468556296,"Zamfara","ALL"
1975,"50%",0.00328672815116239,"Zamfara","ALL"
1976,"50%",0.00365861220262034,"Zamfara","ALL"
1977,"50%",0.00394963758982022,"Zamfara","ALL"
1978,"50%",0.00430252228924712,"Zamfara","ALL"
1979,"50%",0.0047461353825077,"Zamfara","ALL"
1980,"50%",0.00515315814004834,"Zamfara","ALL"
1981,"50%",0.00552876762883369,"Zamfara","ALL"
1982,"50%",0.00589414182931902,"Zamfara","ALL"
1983,"50%",0.00650459817496152,"Zamfara","ALL"
1984,"50%",0.00723747505601919,"Zamfara","ALL"
1985,"50%",0.00787834831626272,"Zamfara","ALL"
1986,"50%",0.00850325091059818,"Zamfara","ALL"
1987,"50%",0.00944598987622152,"Zamfara","ALL"
1988,"50%",0.0103289165849992,"Zamfara","ALL"
1989,"50%",0.0111068347609816,"Zamfara","ALL"
1990,"50%",0.012165341900363,"Zamfara","ALL"
1991,"50%",0.0132702218281103,"Zamfara","ALL"
1992,"50%",0.0146085857909281,"Zamfara","ALL"
1993,"50%",0.0160595374436564,"Zamfara","ALL"
1994,"50%",0.0172733198129101,"Zamfara","ALL"
1995,"50%",0.0189277806259401,"Zamfara","ALL"
1996,"50%",0.0205035517550997,"Zamfara","ALL"
1997,"50%",0.0222784990142661,"Zamfara","ALL"
1998,"50%",0.0237679418438125,"Zamfara","ALL"
1999,"50%",0.0253410391694649,"Zamfara","ALL"
2000,"50%",0.0270946029975611,"Zamfara","ALL"
2001,"50%",0.0289687651205005,"Zamfara","ALL"
2002,"50%",0.0310404613994733,"Zamfara","ALL"
2003,"50%",0.0328740339711979,"Zamfara","ALL"
2004,"50%",0.0356261509843867,"Zamfara","ALL"
2005,"50%",0.0374659298791144,"Zamfara","ALL"
2006,"50%",0.0400681781830544,"Zamfara","ALL"
2007,"50%",0.042449027450002,"Zamfara","ALL"
2008,"50%",0.0445599960893647,"Zamfara","ALL"
2009,"50%",0.0454295391858683,"Zamfara","ALL"
2010,"50%",0.045625094484507,"Zamfara","ALL"
2011,"50%",0.0464198632633495,"Zamfara","ALL"
2012,"50%",0.0462818515245545,"Zamfara","ALL"
2013,"50%",0.0477979165916382,"Zamfara","ALL"
2014,"50%",0.0515081942360488,"Zamfara","ALL"
2015,"50%",0.0571969803200246,"Zamfara","ALL"
2016,"50%",0.0645335601012603,"Zamfara","ALL"
2017,"50%",0.0735061180150079,"Zamfara","ALL"
2018,"50%",0.0823766594439292,"Zamfara","ALL"
2019,"50%",0.0899346193677788,"Zamfara","ALL"
2020,"50%",0.095888526541097,"Zamfara","ALL"
2021,"50%",0.100239199985237,"Zamfara","ALL"
2022,"50%",0.104707894715208,"Zamfara","ALL"
2023,"50%",0.109328000685077,"Zamfara","ALL"
2024,"50%",0.113778214096233,"Zamfara","ALL"
2025,"50%",0.117318947822098,"Zamfara","ALL"
2026,"50%",0.121485465379444,"Zamfara","ALL"
2027,"50%",0.126449470088285,"Zamfara","ALL"
2028,"50%",0.131026309407243,"Zamfara","ALL"
2029,"50%",0.133835682351106,"Zamfara","ALL"
2030,"50%",0.137654735581612,"Zamfara","ALL"
