unit_numeric_code,start_date,end_date,is_in_union,age_range,data_series_type,group_type_relative_to_baseline,contraceptive_use_modern,contraceptive_use_traditional,contraceptive_use_any,unmet_need_modern,unmet_need_any,is_pertaining_to_methods_used_since_last_pregnancy,pertaining_to_methods_used_since_last_pregnancy_reason,has_geographical_region_bias,geographical_region_bias_reason,has_non_pregnant_and_other_positive_biases,non_pregnant_and_other_positive_biases_reason,age_group_bias,modern_method_bias,has_traditional_method_bias,traditional_method_bias_reason,has_absence_of_probing_questions_bias,se_modern,se_traditional,se_unmet_need,se_log_r_modern_no_use,se_log_r_traditional_no_use,se_log_r_unmet_no_need,source_id,record_id,region_code
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.105,0.077,0.182,,0.279,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Delta
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.128,0.459,0.587,,0.063,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Ebonyi
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.115,0.07,0.185,,0.296,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Edo
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.213,0.07,0.283,,0.188,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Ekiti
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.134,0.274,0.408,,0.114,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Enugu
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.081,0.117,0.198,,0.101,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Gombe
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.13,0.264,0.394,,0.127,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Imo
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.01,0,0.01,,0.112,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Jigawa
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.084,0.005,0.089,,0.25,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Kaduna
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.007,0,0.007,,0.176,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Kano
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.013,0.024,0.037,,0.121,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Katsina
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.034,0.006,0.04,,0.204,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Kebbi
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.099,0.02,0.119,,0.271,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Kogi
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.206,0.165,0.371,,0.182,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Kwara
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.183,0.102,0.285,,0.202,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Lagos
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.114,0.008,0.122,,0.13,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Nasarawa
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.059,0.019,0.078,,0.192,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Niger
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.234,0.068,0.302,,0.207,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Ogun
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.251,0.093,0.344,,0.233,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Ondo
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.27,0.055,0.325,,0.198,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Osun
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.178,0.041,0.219,,0.23,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Oyo
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.163,0.025,0.188,,0.261,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Plateau
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.211,0.119,0.33,,0.201,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Rivers
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.014,0.024,0.038,,0.138,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Sokoto
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.08,0.016,0.096,,0.201,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Taraba
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.021,0.03,0.051,,0.193,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Yobe
566,2011.0849,2011.2438,Y,15-49,MICS,MW,0.03,0.018,0.048,,0.204,N,,N,,N,,None,None,N,,Y,,,,,,,5018,Y_1449,Zamfara
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.095,0.071,0.166,,0.33,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Abia
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.199,0.063,0.262,,0.241,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Abuja
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.071,0.02,0.091,,0.353,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Adamawa
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.108,0.049,0.157,,0.405,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Akwa Ibom
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.169,0.113,0.282,,0.22,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Anambra
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.084,0.035,0.119,,0.271,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Bauchi
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.1,0.046,0.146,,0.372,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Bayelsa
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.139,0.042,0.181,,0.236,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Benue
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.053,0.005,0.058,,0.259,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Borno
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.161,0.07,0.231,,0.262,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Cross River
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.08,0.029,0.109,,0.448,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Delta
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.021,0.009,0.03,,0.298,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Ebonyi
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.1,0.057,0.157,,0.39,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Edo
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.244,0.068,0.312,,0.261,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Ekiti
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.18,0.041,0.221,,0.251,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Enugu
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.06,0.004,0.064,,0.278,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Gombe
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.213,0.145,0.358,,0.19,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Imo
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.011,0.002,0.013,,0.265,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Jigawa
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.219,0.022,0.241,,0.22,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Kaduna
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.057,0.006,0.063,,0.308,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Kano
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.049,0.015,0.064,,0.295,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Katsina
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.05,0.014,0.064,,0.296,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Kebbi
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.062,0.003,0.065,,0.335,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Kogi
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.237,0.034,0.271,,0.191,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Kwara
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.174,0.053,0.227,,0.296,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Lagos
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.138,0.032,0.17,,0.245,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Nasarawa
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.081,0.032,0.113,,0.295,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Niger
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.182,0.032,0.214,,0.332,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Ogun
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.188,0.031,0.219,,0.276,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Ondo
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.229,0.017,0.246,,0.256,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Osun
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.3,0.042,0.342,,0.267,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Oyo
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.192,0.009,0.201,,0.255,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Plateau
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.11,0.07,0.18,,0.277,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Rivers
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.046,0.001,0.047,,0.306,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Sokoto
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.056,0.011,0.067,,0.263,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Taraba
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.033,0.002,0.035,,0.219,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Yobe
566,2016.6667,2017.0822,Y,15-49,MICS,MW,0.05,0.006,0.056,,0.193,N,,N,,N,,None,None,N,,Y,,,,,,,5640,Y_1663,Zamfara
