"unit_numeric_code","is_in_union","age_range","mid_year","population_count","region_code"
566,"Y","15-49",1971,212081,"Edo"
566,"Y","15-49",1971,159442,"Ekiti"
566,"Y","15-49",1971,194017,"Enugu"
566,"Y","15-49",1971,16350,"Abuja"
566,"Y","15-49",1971,130721,"Gombe"
566,"Y","15-49",1971,221764,"Imo"
566,"Y","15-49",1971,359441,"Jigawa"
566,"Y","15-49",1971,527798,"Kaduna"
566,"Y","15-49",1971,698774,"Kano"
566,"Y","15-49",1971,457716,"Katsina"
566,"Y","15-49",1971,254109,"Kebbi"
566,"Y","15-49",1971,208318,"Kogi"
566,"Y","15-49",1971,139477,"Kwara"
566,"Y","15-49",1971,575665,"Lagos"
566,"Y","15-49",1971,115256,"Nasarawa"
566,"Y","15-49",1971,294840,"Niger"
566,"Y","15-49",1971,234411,"Ogun"
566,"Y","15-49",1971,204647,"Ondo"
566,"Y","15-49",1971,212495,"Osun"
566,"Y","15-49",1971,409865,"Oyo"
566,"Y","15-49",1971,207905,"Plateau"
566,"Y","15-49",1971,330925,"Rivers"
566,"Y","15-49",1971,306156,"Sokoto"
566,"Y","15-49",1971,130079,"Taraba"
566,"Y","15-49",1971,131515,"Yobe"
566,"Y","15-49",1971,256584,"Zamfara"
566,"N","15-49",1972,126157,"Abia"
566,"N","15-49",1972,99201,"Adamawa"
566,"N","15-49",1972,177541,"Akwa Ibom"
566,"N","15-49",1972,173645,"Anambra"
566,"N","15-49",1972,69760,"Bauchi"
566,"N","15-49",1972,51580,"Bayelsa"
566,"N","15-49",1972,156034,"Benue"
566,"N","15-49",1972,135779,"Borno"
566,"N","15-49",1972,127276,"Cross River"
566,"N","15-49",1972,160812,"Delta"
566,"N","15-49",1972,64695,"Ebonyi"
566,"N","15-49",1972,106874,"Edo"
566,"N","15-49",1972,74383,"Ekiti"
566,"N","15-49",1972,182676,"Enugu"
566,"N","15-49",1972,10192,"Abuja"
566,"N","15-49",1972,39503,"Gombe"
566,"N","15-49",1972,161036,"Imo"
566,"N","15-49",1972,71179,"Jigawa"
566,"N","15-49",1972,141585,"Kaduna"
566,"N","15-49",1972,207947,"Kano"
566,"N","15-49",1972,134785,"Katsina"
566,"N","15-49",1972,52511,"Kebbi"
566,"N","15-49",1972,112945,"Kogi"
566,"N","15-49",1972,58045,"Kwara"
566,"N","15-49",1972,445665,"Lagos"
566,"N","15-49",1972,65509,"Nasarawa"
566,"N","15-49",1972,67897,"Niger"
566,"N","15-49",1972,116078,"Ogun"
566,"N","15-49",1972,130206,"Ondo"
566,"N","15-49",1972,108611,"Osun"
566,"N","15-49",1972,134236,"Oyo"
566,"N","15-49",1972,113302,"Plateau"
566,"N","15-49",1972,269627,"Rivers"
566,"N","15-49",1972,53617,"Sokoto"
566,"N","15-49",1972,68054,"Taraba"
566,"N","15-49",1972,44609,"Yobe"
566,"N","15-49",1972,49982,"Zamfara"
566,"Y","15-49",1972,186114,"Abia"
566,"Y","15-49",1972,221216,"Adamawa"
566,"Y","15-49",1972,189963,"Akwa Ibom"
566,"Y","15-49",1972,274588,"Anambra"
566,"Y","15-49",1972,378281,"Bauchi"
566,"Y","15-49",1972,96681,"Bayelsa"
566,"Y","15-49",1972,285612,"Benue"
566,"Y","15-49",1972,251166,"Borno"
566,"Y","15-49",1972,157841,"Cross River"
566,"Y","15-49",1972,233045,"Delta"
566,"Y","15-49",1972,90972,"Ebonyi"
566,"Y","15-49",1972,213396,"Edo"
566,"Y","15-49",1972,162958,"Ekiti"
566,"Y","15-49",1972,198295,"Enugu"
566,"Y","15-49",1972,17738,"Abuja"
566,"Y","15-49",1972,133604,"Gombe"
566,"Y","15-49",1972,226629,"Imo"
566,"Y","15-49",1972,367383,"Jigawa"
566,"Y","15-49",1972,539438,"Kaduna"
566,"Y","15-49",1972,714214,"Kano"
566,"Y","15-49",1972,466664,"Katsina"
566,"Y","15-49",1972,259684,"Kebbi"
566,"Y","15-49",1972,212921,"Kogi"
566,"Y","15-49",1972,142110,"Kwara"
566,"Y","15-49",1972,588360,"Lagos"
566,"Y","15-49",1972,117785,"Nasarawa"
566,"Y","15-49",1972,301308,"Niger"
566,"Y","15-49",1972,239553,"Ogun"
566,"Y","15-49",1972,209137,"Ondo"
566,"Y","15-49",1972,217158,"Osun"
566,"Y","15-49",1972,418857,"Oyo"
566,"Y","15-49",1972,212467,"Plateau"
566,"Y","15-49",1972,339150,"Rivers"
566,"Y","15-49",1972,312873,"Sokoto"
566,"Y","15-49",1972,132933,"Taraba"
566,"Y","15-49",1972,134401,"Yobe"
566,"Y","15-49",1972,262213,"Zamfara"
566,"N","15-49",1973,128998,"Abia"
