"unit_numeric_code","is_in_union","age_range","mid_year","population_count","region_code"
231,"N","15-49",1979,6189.0901896049,"Harari"
231,"N","15-49",1979,614854.016972289,"Oromia"
231,"N","15-49",1979,311760.430517819,"SNNPR"
231,"N","15-49",1979,80497.4114788054,"Somali"
231,"N","15-49",1979,153063.98569932,"Tigray"
231,"Y","15-49",1979,211063.670085729,"Addis Adaba"
231,"Y","15-49",1979,65716.2585043085,"Afar"
231,"Y","15-49",1979,1343109.25592874,"Amhara"
231,"Y","15-49",1979,68426.4947625722,"Benishangul"
231,"Y","15-49",1979,36448.9257307447,"Dire Dawa"
231,"Y","15-49",1979,25756.3723772013,"Gambela"
231,"Y","15-49",1979,16829.566857147,"Harari"
231,"Y","15-49",1979,2358844.87576568,"Oromia"
231,"Y","15-49",1979,1204474.94012423,"SNNPR"
231,"Y","15-49",1979,290518.9975813,"Somali"
231,"Y","15-49",1979,378167.64228234,"Tigray"
231,"N","15-49",1980,141014.855883771,"Addis Adaba"
231,"N","15-49",1980,12712.9191476213,"Afar"
231,"N","15-49",1980,426549.124713634,"Amhara"
231,"N","15-49",1980,18851.8130449451,"Benishangul"
231,"N","15-49",1980,17264.7192518522,"Dire Dawa"
231,"N","15-49",1980,9165.77396706693,"Gambela"
231,"N","15-49",1980,6271.35842280966,"Harari"
231,"N","15-49",1980,623026.939341415,"Oromia"
231,"N","15-49",1980,315904.493540997,"SNNPR"
231,"N","15-49",1980,81567.4200934869,"Somali"
231,"N","15-49",1980,155098.5825924,"Tigray"
231,"Y","15-49",1980,214682.744553496,"Addis Adaba"
231,"Y","15-49",1980,66843.0845145523,"Afar"
231,"Y","15-49",1980,1366139.33217815,"Amhara"
231,"Y","15-49",1980,69599.7927537112,"Benishangul"
231,"Y","15-49",1980,37073.9095398299,"Dire Dawa"
231,"Y","15-49",1980,26198.0127107309,"Gambela"
231,"Y","15-49",1980,17118.1407064103,"Harari"
231,"Y","15-49",1980,2399291.60570191,"Oromia"
231,"Y","15-49",1980,1225127.87627899,"SNNPR"
231,"Y","15-49",1980,295500.479643659,"Somali"
231,"Y","15-49",1980,384652.021418568,"Tigray"
231,"N","15-49",1981,143647.940228609,"Addis Adaba"
231,"N","15-49",1981,12950.2997283764,"Afar"
231,"N","15-49",1981,434513.816203398,"Amhara"
231,"N","15-49",1981,19203.8214449775,"Benishangul"
231,"N","15-49",1981,17587.0928180638,"Dire Dawa"
231,"N","15-49",1981,9336.92087063075,"Gambela"
231,"N","15-49",1981,6388.45967133043,"Harari"
231,"N","15-49",1981,634660.341156499,"Oromia"
231,"N","15-49",1981,321803.185357498,"SNNPR"
231,"N","15-49",1981,83090.4787496187,"Somali"
231,"N","15-49",1981,157994.643770998,"Tigray"
231,"Y","15-49",1981,218252.98772583,"Addis Adaba"
231,"Y","15-49",1981,67954.7065343012,"Afar"
231,"Y","15-49",1981,1388858.66918545,"Amhara"
231,"Y","15-49",1981,70757.2597191703,"Benishangul"
231,"Y","15-49",1981,37690.460593719,"Dire Dawa"
231,"Y","15-49",1981,26633.6940981834,"Gambela"
231,"Y","15-49",1981,17402.8208986037,"Harari"
231,"Y","15-49",1981,2439192.5977053,"Oromia"
231,"Y","15-49",1981,1245502.14736732,"SNNPR"
231,"Y","15-49",1981,300414.747774818,"Somali"
231,"Y","15-49",1981,391048.908397305,"Tigray"
231,"N","15-49",1982,147224.281847117,"Addis Adaba"
231,"N","15-49",1982,13272.7178279122,"Afar"
231,"N","15-49",1982,445331.721717614,"Amhara"
231,"N","15-49",1982,19681.9308126355,"Benishangul"
231,"N","15-49",1982,18024.9511813213,"Dire Dawa"
231,"N","15-49",1982,9569.3782149213,"Gambela"
231,"N","15-49",1982,6547.51043226983,"Harari"
231,"N","15-49",1982,650461.209502276,"Oromia"
231,"N","15-49",1982,329814.982275232,"SNNPR"
231,"N","15-49",1982,85159.147028336,"Somali"
